"movie","year_of_award","avg_vote","genre","duration","country","period","count","sumMovies"
"A Thousand Clowns",1966,7.4,"Comedy",118,"USA","1964 - 1980",2,161
"A Thousand Clowns",1966,7.4,"Drama",118,"USA","1964 - 1980",4,1755
"A Thousand Clowns",1966,7.4,"Romance",118,"USA","1964 - 1980",4,336
"A Touch Of Class",1974,6.5,"Comedy",106,"UK","1964 - 1980",4,161
"A Touch Of Class",1974,6.5,"Romance",106,"UK","1964 - 1980",1,336
"A Tree Grows In Brooklyn",1946,8,"Drama",129,"USA","1930 - 1946",5,1755
"A Tree Grows In Brooklyn",1946,8,"Romance",129,"USA","1930 - 1946",1,336
"Affliction",1999,7,"Drama",114,"USA, Canada, Japan","1998 - 2014",5,1755
"Affliction",1999,7,"Mystery",114,"USA, Canada, Japan","1998 - 2014",1,16
"Affliction",1999,7,"Thriller",114,"USA, Canada, Japan","1998 - 2014",1,41
"Airport",1971,6.6,"Action",137,"USA","1964 - 1980",1,11
"Airport",1971,6.6,"Drama",137,"USA","1964 - 1980",5,1755
"Airport",1971,6.6,"Thriller",137,"USA","1964 - 1980",1,41
"Alice Doesn't Live Here Anymore",1975,7.3,"Drama",112,"USA","1964 - 1980",5,1755
"Alice Doesn't Live Here Anymore",1975,7.3,"Romance",112,"USA","1964 - 1980",1,336
"All About Eve",1951,8.2,"Drama",138,"USA","1947 - 1963",5,1755
"All Quiet On The Western Front",1931,8,"Drama",136,"USA","1930 - 1946",3,1755
"All Quiet On The Western Front",1931,8,"War",136,"USA","1930 - 1946",1,83
"All The King's Men",1950,7.5,"Drama",110,"USA","1947 - 1963",5,1755
"All The King's Men",1950,7.5,"Film-Noir",110,"USA","1947 - 1963",2,16
"All The President's Men",1977,8,"Biography",138,"USA","1964 - 1980",1,147
"All The President's Men",1977,8,"Drama",138,"USA","1964 - 1980",5,1755
"All The President's Men",1977,8,"History",138,"USA","1964 - 1980",1,80
"American Beauty",2000,8.3,"Drama",122,"USA","1998 - 2014",5,1755
"An Officer And A Gentleman",1983,7,"Drama",124,"USA","1981 - 1997",5,1755
"An Officer And A Gentleman",1983,7,"Romance",124,"USA","1981 - 1997",3,336
"Anastasia",1957,7,"Biography",105,"USA","1947 - 1963",3,147
"Anastasia",1957,7,"Drama",105,"USA","1947 - 1963",5,1755
"Anastasia",1957,7,"History",105,"USA","1947 - 1963",1,80
"Annie Hall",1978,8,"Comedy",93,"USA","1964 - 1980",3,161
"Annie Hall",1978,8,"Romance",93,"USA","1964 - 1980",3,336
"Anthony Adverse",1937,6.3,"Adventure",141,"USA","1930 - 1946",1,38
"Anthony Adverse",1937,6.3,"Drama",141,"USA","1930 - 1946",5,1755
"Anthony Adverse",1937,6.3,"Romance",141,"USA","1930 - 1946",3,336
"Arthur",1982,6.9,"Comedy",97,"USA","1981 - 1997",1,161
"Arthur",1982,6.9,"Romance",97,"USA","1981 - 1997",1,336
"As Good As It Gets",1998,7.7,"Comedy",139,"USA","1998 - 2014",2,161
"As Good As It Gets",1998,7.7,"Drama",139,"USA","1998 - 2014",5,1755
"As Good As It Gets",1998,7.7,"Romance",139,"USA","1998 - 2014",4,336
"Bad Girl",1933,6.5,"Drama",90,"USA","1930 - 1946",3,1755
"Bad Girl",1933,6.5,"Romance",90,"USA","1930 - 1946",1,336
"Ben-Hur",1960,8.1,"Adventure",212,"USA","1947 - 1963",3,38
"Ben-Hur",1960,8.1,"Drama",212,"USA","1947 - 1963",5,1755
"Ben-Hur",1960,8.1,"History",212,"USA","1947 - 1963",3,80
"Black Swan",2011,8,"Drama",108,"USA","1998 - 2014",5,1755
"Black Swan",2011,8,"Thriller",108,"USA","1998 - 2014",1,41
"Blue Jasmine",2014,7.3,"Drama",98,"USA","1998 - 2014",5,1755
"Blue Sky",1995,6.4,"Drama",101,"USA","1981 - 1997",4,1755
"Blue Sky",1995,6.4,"Romance",101,"USA","1981 - 1997",3,336
"Bonnie And Clyde",1968,7.8,"Action",111,"USA","1964 - 1980",1,11
"Bonnie And Clyde",1968,7.8,"Biography",111,"USA","1964 - 1980",1,147
"Bonnie And Clyde",1968,7.8,"Crime",111,"USA","1964 - 1980",3,126
"Born On The Fourth Of July",1990,7.2,"Biography",145,"USA","1981 - 1997",3,147
"Born On The Fourth Of July",1990,7.2,"Drama",145,"USA","1981 - 1997",5,1755
"Born On The Fourth Of July",1990,7.2,"War",145,"USA","1981 - 1997",1,83
"Born Yesterday",1951,7.6,"Comedy",103,"USA","1947 - 1963",2,161
"Born Yesterday",1951,7.6,"Drama",103,"USA","1947 - 1963",5,1755
"Born Yesterday",1951,7.6,"Romance",103,"USA","1947 - 1963",2,336
"Boys Don't Cry",2000,7.5,"Biography",118,"USA","1998 - 2014",2,147
"Boys Don't Cry",2000,7.5,"Crime",118,"USA","1998 - 2014",1,126
"Boys Don't Cry",2000,7.5,"Drama",118,"USA","1998 - 2014",5,1755
"Boys Town",1939,7.3,"Biography",96,"USA","1930 - 1946",1,147
"Boys Town",1939,7.3,"Drama",96,"USA","1930 - 1946",5,1755
"Braveheart",1996,8.3,"Biography",178,"USA","1981 - 1997",1,147
"Braveheart",1996,8.3,"Drama",178,"USA","1981 - 1997",3,1755
"Braveheart",1996,8.3,"History",178,"USA","1981 - 1997",1,80
"Brokeback Mountain",2006,7.7,"Drama",134,"USA, Canada","1998 - 2014",5,1755
"Brokeback Mountain",2006,7.7,"Romance",134,"USA, Canada","1998 - 2014",2,336
"Bullets Over Broadway",1995,7.4,"Comedy",98,"USA","1981 - 1997",2,161
"Bullets Over Broadway",1995,7.4,"Crime",98,"USA","1981 - 1997",1,126
"Butterfield 8",1961,6.4,"Drama",109,"USA","1947 - 1963",5,1755
"Butterflies Are Free",1973,7.2,"Comedy",109,"USA","1964 - 1980",1,161
"Butterflies Are Free",1973,7.2,"Drama",109,"USA","1964 - 1980",5,1755
"Butterflies Are Free",1973,7.2,"Music",109,"USA","1964 - 1980",1,26
"Cabaret",1973,7.8,"Drama",124,"USA","1964 - 1980",5,1755
"Cabaret",1973,7.8,"Musical",124,"USA","1964 - 1980",3,31
"Cactus Flower",1970,7.2,"Comedy",103,"USA","1964 - 1980",1,161
"Cactus Flower",1970,7.2,"Romance",103,"USA","1964 - 1980",2,336
"California Suite",1979,6.2,"Comedy",103,"USA","1964 - 1980",1,161
"California Suite",1979,6.2,"Drama",103,"USA","1964 - 1980",5,1755
"California Suite",1979,6.2,"Romance",103,"USA","1964 - 1980",3,336
"Capote",2006,7.3,"Biography",114,"USA, Canada","1998 - 2014",2,147
"Capote",2006,7.3,"Crime",114,"USA, Canada","1998 - 2014",1,126
"Capote",2006,7.3,"Drama",114,"USA, Canada","1998 - 2014",5,1755
"Captains Courageous",1938,8,"Adventure",117,"USA","1930 - 1946",1,38
"Captains Courageous",1938,8,"Drama",117,"USA","1930 - 1946",4,1755
"Captains Courageous",1938,8,"Family",117,"USA","1930 - 1946",1,20
"Casablanca",1944,8.5,"Drama",102,"USA","1930 - 1946",4,1755
"Casablanca",1944,8.5,"Romance",102,"USA","1930 - 1946",2,336
"Casablanca",1944,8.5,"War",102,"USA","1930 - 1946",2,83
"Cat Ballou",1966,6.8,"Comedy",97,"USA","1964 - 1980",2,161
"Cat Ballou",1966,6.8,"Romance",97,"USA","1964 - 1980",4,336
"Cat Ballou",1966,6.8,"Western",97,"USA","1964 - 1980",1,25
"Cavalcade",1934,5.9,"Drama",112,"USA","1930 - 1946",3,1755
"Cavalcade",1934,5.9,"Romance",112,"USA","1930 - 1946",2,336
"Cavalcade",1934,5.9,"War",112,"USA","1930 - 1946",1,83
"Charly",1969,7,"Drama",103,"USA","1964 - 1980",5,1755
"Charly",1969,7,"Romance",103,"USA","1964 - 1980",1,336
"Charly",1969,7,"Sci-Fi",103,"USA","1964 - 1980",1,4
"Chicago",2003,7.1,"Comedy",113,"USA, Germany, Canada","1998 - 2014",1,161
"Chicago",2003,7.1,"Crime",113,"USA, Germany, Canada","1998 - 2014",2,126
"Chicago",2003,7.1,"Musical",113,"USA, Germany, Canada","1998 - 2014",1,31
"Children Of A Lesser God",1987,7.2,"Drama",119,"USA","1981 - 1997",5,1755
"Children Of A Lesser God",1987,7.2,"Romance",119,"USA","1981 - 1997",1,336
"City Slickers",1992,6.7,"Comedy",113,"USA","1981 - 1997",2,161
"Coal Miner's Daughter",1981,7.5,"Biography",124,"USA","1981 - 1997",2,147
"Coal Miner's Daughter",1981,7.5,"Drama",124,"USA","1981 - 1997",5,1755
"Coal Miner's Daughter",1981,7.5,"Music",124,"USA","1981 - 1997",1,26
"Cocoon",1986,6.7,"Comedy",117,"USA","1981 - 1997",2,161
"Cocoon",1986,6.7,"Drama",117,"USA","1981 - 1997",5,1755
"Cocoon",1986,6.7,"Sci-Fi",117,"USA","1981 - 1997",1,4
"Cold Mountain",2004,7.2,"Adventure",154,"UK, Italy, Romania, USA","1998 - 2014",2,38
"Cold Mountain",2004,7.2,"Drama",154,"UK, Italy, Romania, USA","1998 - 2014",5,1755
"Cold Mountain",2004,7.2,"History",154,"UK, Italy, Romania, USA","1998 - 2014",1,80
"Come And Get It",1937,7,"Drama",99,"USA","1930 - 1946",5,1755
"Come And Get It",1937,7,"Romance",99,"USA","1930 - 1946",3,336
"Come Back, Little Sheba",1953,7.5,"Drama",99,"USA","1947 - 1963",5,1755
"Come Back, Little Sheba",1953,7.5,"Romance",99,"USA","1947 - 1963",3,336
"Coming Home",1979,7.3,"Drama",127,"USA","1964 - 1980",5,1755
"Coming Home",1979,7.3,"Romance",127,"USA","1964 - 1980",3,336
"Coming Home",1979,7.3,"War",127,"USA","1964 - 1980",4,83
"Cool Hand Luke",1968,8.1,"Crime",127,"USA","1964 - 1980",3,126
"Cool Hand Luke",1968,8.1,"Drama",127,"USA","1964 - 1980",4,1755
"Crazy Heart",2010,7.2,"Drama",112,"USA","1998 - 2014",5,1755
"Crazy Heart",2010,7.2,"Music",112,"USA","1998 - 2014",1,26
"Crazy Heart",2010,7.2,"Romance",112,"USA","1998 - 2014",1,336
"Cyrano De Bergerac",1951,7.5,"Adventure",113,"USA","1947 - 1963",1,38
"Cyrano De Bergerac",1951,7.5,"Drama",113,"USA","1947 - 1963",5,1755
"Cyrano De Bergerac",1951,7.5,"Romance",113,"USA","1947 - 1963",2,336
"Dallas Buyers Club",2014,8,"Biography",117,"USA","1998 - 2014",3,147
"Dallas Buyers Club",2014,8,"Drama",117,"USA","1998 - 2014",5,1755
"Dances With Wolves",1991,8,"Adventure",181,"USA, UK","1981 - 1997",1,38
"Dances With Wolves",1991,8,"Drama",181,"USA, UK","1981 - 1997",5,1755
"Dances With Wolves",1991,8,"Western",181,"USA, UK","1981 - 1997",1,25
"Dangerous",1936,7,"Drama",79,"USA","1930 - 1946",3,1755
"Darling",1966,7.1,"Drama",128,"UK","1964 - 1980",4,1755
"Darling",1966,7.1,"Romance",128,"UK","1964 - 1980",4,336
"Dead Man Walking",1996,7.5,"Crime",122,"UK, USA","1981 - 1997",2,126
"Dead Man Walking",1996,7.5,"Drama",122,"UK, USA","1981 - 1997",3,1755
"Django Unchained",2013,8.4,"Drama",165,"USA","1998 - 2014",5,1755
"Django Unchained",2013,8.4,"Western",165,"USA","1998 - 2014",1,25
"Dreamgirls",2007,6.5,"Drama",130,"USA","1998 - 2014",5,1755
"Dreamgirls",2007,6.5,"Music",130,"USA","1998 - 2014",1,26
"Dreamgirls",2007,6.5,"Musical",130,"USA","1998 - 2014",1,31
"Driving Miss Daisy",1990,7.4,"Drama",99,"USA","1981 - 1997",5,1755
"East Of Eden",1956,7.9,"Drama",118,"USA","1947 - 1963",5,1755
"Ed Wood",1995,7.8,"Biography",127,"USA","1981 - 1997",1,147
"Ed Wood",1995,7.8,"Comedy",127,"USA","1981 - 1997",2,161
"Ed Wood",1995,7.8,"Drama",127,"USA","1981 - 1997",4,1755
"Elmer Gantry",1961,7.8,"Drama",146,"USA","1947 - 1963",5,1755
"Erin Brockovich",2001,7.3,"Biography",131,"USA","1998 - 2014",2,147
"Erin Brockovich",2001,7.3,"Drama",131,"USA","1998 - 2014",5,1755
"Fargo",1997,8.1,"Crime",98,"USA, UK","1981 - 1997",1,126
"Fargo",1997,8.1,"Drama",98,"USA, UK","1981 - 1997",5,1755
"Fargo",1997,8.1,"Thriller",98,"USA, UK","1981 - 1997",1,41
"For Whom The Bell Tolls",1944,6.9,"Adventure",170,"USA","1930 - 1946",1,38
"For Whom The Bell Tolls",1944,6.9,"Drama",170,"USA","1930 - 1946",4,1755
"For Whom The Bell Tolls",1944,6.9,"History",170,"USA","1930 - 1946",1,80
"Forrest Gump",1995,8.8,"Drama",142,"USA","1981 - 1997",4,1755
"Forrest Gump",1995,8.8,"Romance",142,"USA","1981 - 1997",3,336
"From Here To Eternity",1954,7.6,"Drama",118,"USA","1947 - 1963",4,1755
"From Here To Eternity",1954,7.6,"Romance",118,"USA","1947 - 1963",4,336
"From Here To Eternity",1954,7.6,"War",118,"USA","1947 - 1963",4,83
"Funny Girl",1969,7.4,"Biography",151,"USA","1964 - 1980",1,147
"Funny Girl",1969,7.4,"Comedy",151,"USA","1964 - 1980",1,161
"Funny Girl",1969,7.4,"Drama",151,"USA","1964 - 1980",5,1755
"Gandhi",1983,8,"Biography",191,"UK, India","1981 - 1997",2,147
"Gandhi",1983,8,"Drama",191,"UK, India","1981 - 1997",5,1755
"Gandhi",1983,8,"History",191,"UK, India","1981 - 1997",2,80
"Gaslight",1945,7.8,"Crime",114,"USA","1930 - 1946",1,126
"Gaslight",1945,7.8,"Drama",114,"USA","1930 - 1946",5,1755
"Gaslight",1945,7.8,"Film-Noir",114,"USA","1930 - 1946",1,16
"Gentleman's Agreement",1948,7.2,"Drama",118,"USA","1947 - 1963",5,1755
"Gentleman's Agreement",1948,7.2,"Romance",118,"USA","1947 - 1963",3,336
"Ghost",1991,7,"Drama",127,"USA","1981 - 1997",5,1755
"Ghost",1991,7,"Fantasy",127,"USA","1981 - 1997",1,7
"Ghost",1991,7,"Romance",127,"USA","1981 - 1997",1,336
"Giant",1957,7.6,"Drama",201,"USA","1947 - 1963",5,1755
"Giant",1957,7.6,"Western",201,"USA","1947 - 1963",1,25
"Gigi",1959,6.7,"Comedy",115,"USA","1947 - 1963",1,161
"Gigi",1959,6.7,"Musical",115,"USA","1947 - 1963",1,31
"Gigi",1959,6.7,"Romance",115,"USA","1947 - 1963",4,336
"Girl, Interrupted",2000,7.3,"Biography",127,"USA, Germany","1998 - 2014",2,147
"Girl, Interrupted",2000,7.3,"Drama",127,"USA, Germany","1998 - 2014",5,1755
"Gladiator",2001,8.5,"Action",155,"USA, UK, Malta, Morocco","1998 - 2014",1,11
"Gladiator",2001,8.5,"Adventure",155,"USA, UK, Malta, Morocco","1998 - 2014",1,38
"Gladiator",2001,8.5,"Drama",155,"USA, UK, Malta, Morocco","1998 - 2014",5,1755
"Glory",1990,7.8,"Biography",122,"USA","1981 - 1997",3,147
"Glory",1990,7.8,"Drama",122,"USA","1981 - 1997",5,1755
"Glory",1990,7.8,"History",122,"USA","1981 - 1997",1,80
"Going My Way",1945,7.1,"Comedy",126,"USA","1930 - 1946",3,161
"Going My Way",1945,7.1,"Drama",126,"USA","1930 - 1946",5,1755
"Going My Way",1945,7.1,"Music",126,"USA","1930 - 1946",3,26
"Gone With The Wind",1940,8.1,"Drama",238,"USA","1930 - 1946",5,1755
"Gone With The Wind",1940,8.1,"History",238,"USA","1930 - 1946",3,80
"Gone With The Wind",1940,8.1,"Romance",238,"USA","1930 - 1946",4,336
"Good Will Hunting",1998,8.3,"Drama",126,"USA","1998 - 2014",5,1755
"Good Will Hunting",1998,8.3,"Romance",126,"USA","1998 - 2014",4,336
"Guess Who's Coming To Dinner",1968,7.8,"Comedy",108,"USA","1964 - 1980",2,161
"Guess Who's Coming To Dinner",1968,7.8,"Drama",108,"USA","1964 - 1980",4,1755
"Hamlet",1949,7.7,"Drama",154,"UK","1947 - 1963",5,1755
"Hannah And Her Sisters",1987,7.9,"Comedy",107,"USA","1981 - 1997",2,161
"Hannah And Her Sisters",1987,7.9,"Drama",107,"USA","1981 - 1997",5,1755
"Harry And Tonto",1975,7.4,"Adventure",115,"USA","1964 - 1980",1,38
"Harry And Tonto",1975,7.4,"Comedy",115,"USA","1964 - 1980",1,161
"Harry And Tonto",1975,7.4,"Drama",115,"USA","1964 - 1980",5,1755
"Harvey",1951,7.9,"Comedy",104,"USA","1947 - 1963",2,161
"Harvey",1951,7.9,"Drama",104,"USA","1947 - 1963",5,1755
"Harvey",1951,7.9,"Fantasy",104,"USA","1947 - 1963",1,7
"High Noon",1953,7.9,"Drama",85,"USA","1947 - 1963",5,1755
"High Noon",1953,7.9,"Thriller",85,"USA","1947 - 1963",1,41
"High Noon",1953,7.9,"Western",85,"USA","1947 - 1963",1,25
"How Green Was My Valley",1942,7.7,"Drama",118,"USA","1930 - 1946",5,1755
"How Green Was My Valley",1942,7.7,"Family",118,"USA","1930 - 1946",2,20
"Howards End",1993,7.4,"Drama",142,"UK, Japan, USA","1981 - 1997",4,1755
"Howards End",1993,7.4,"Romance",142,"UK, Japan, USA","1981 - 1997",1,336
"Hud",1964,7.9,"Drama",112,"USA","1964 - 1980",4,1755
"Hud",1964,7.9,"Western",112,"USA","1964 - 1980",2,25
"I Want To Live!",1959,7.4,"Biography",120,"USA","1947 - 1963",1,147
"I Want To Live!",1959,7.4,"Crime",120,"USA","1947 - 1963",1,126
"I Want To Live!",1959,7.4,"Drama",120,"USA","1947 - 1963",3,1755
"In Old Arizona",1930,5.6,"Romance",95,"USA","1930 - 1946",3,336
"In Old Arizona",1930,5.6,"Western",95,"USA","1930 - 1946",1,25
"In Old Chicago",1938,6.8,"Action",95,"USA","1930 - 1946",1,11
"In Old Chicago",1938,6.8,"Drama",95,"USA","1930 - 1946",4,1755
"In Old Chicago",1938,6.8,"Musical",95,"USA","1930 - 1946",1,31
"In The Heat Of The Night",1968,8,"Crime",110,"USA","1964 - 1980",3,126
"In The Heat Of The Night",1968,8,"Drama",110,"USA","1964 - 1980",4,1755
"In The Heat Of The Night",1968,8,"Mystery",110,"USA","1964 - 1980",1,16
"Inglourious Basterds",2010,8.3,"Adventure",153,"Germany, USA","1998 - 2014",1,38
"Inglourious Basterds",2010,8.3,"Drama",153,"Germany, USA","1998 - 2014",5,1755
"Inglourious Basterds",2010,8.3,"War",153,"Germany, USA","1998 - 2014",2,83
"Iris",2002,7,"Biography",91,"UK, USA","1998 - 2014",3,147
"Iris",2002,7,"Drama",91,"UK, USA","1998 - 2014",5,1755
"Iris",2002,7,"Romance",91,"UK, USA","1998 - 2014",2,336
"It Happened One Night",1935,8.1,"Comedy",105,"USA","1930 - 1946",3,161
"It Happened One Night",1935,8.1,"Romance",105,"USA","1930 - 1946",3,336
"Jerry Maguire",1997,7.3,"Comedy",139,"USA","1981 - 1997",1,161
"Jerry Maguire",1997,7.3,"Drama",139,"USA","1981 - 1997",5,1755
"Jerry Maguire",1997,7.3,"Romance",139,"USA","1981 - 1997",3,336
"Jezebel",1939,7.5,"Drama",104,"USA","1930 - 1946",5,1755
"Jezebel",1939,7.5,"Romance",104,"USA","1930 - 1946",4,336
"Johnny Belinda",1949,7.7,"Drama",102,"USA","1947 - 1963",5,1755
"Johnny Eager",1943,7.1,"Crime",107,"USA","1930 - 1946",1,126
"Johnny Eager",1943,7.1,"Film-Noir",107,"USA","1930 - 1946",1,16
"Johnny Eager",1943,7.1,"Thriller",107,"USA","1930 - 1946",1,41
"Julia",1978,7.2,"Drama",117,"USA","1964 - 1980",3,1755
"Kentucky",1939,6.4,"Drama",96,"USA","1930 - 1946",5,1755
"Kentucky",1939,6.4,"Romance",96,"USA","1930 - 1946",4,336
"Kentucky",1939,6.4,"Sport",96,"USA","1930 - 1946",1,21
"Key Largo",1949,7.8,"Action",100,"USA","1947 - 1963",1,11
"Key Largo",1949,7.8,"Crime",100,"USA","1947 - 1963",1,126
"Key Largo",1949,7.8,"Drama",100,"USA","1947 - 1963",5,1755
"Kiss Of The Spider Woman",1986,7.4,"Drama",120,"Brazil","1981 - 1997",5,1755
"Kitty Foyle",1941,7,"Drama",108,"USA","1930 - 1946",4,1755
"Kitty Foyle",1941,7,"Romance",108,"USA","1930 - 1946",3,336
"Klute",1972,7.1,"Crime",114,"USA","1964 - 1980",3,126
"Klute",1972,7.1,"Mystery",114,"USA","1964 - 1980",1,16
"Klute",1972,7.1,"Thriller",114,"USA","1964 - 1980",1,41
"Kramer Vs. Kramer",1980,7.8,"Drama",105,"USA","1964 - 1980",5,1755
"L.a. Confidential",1998,8.2,"Crime",138,"USA","1998 - 2014",1,126
"L.a. Confidential",1998,8.2,"Drama",138,"USA","1998 - 2014",5,1755
"L.a. Confidential",1998,8.2,"Mystery",138,"USA","1998 - 2014",1,16
"Lawrence Of Arabia",1963,8.3,"Adventure",228,"UK","1947 - 1963",1,38
